customer_id,first_name,last_name,gender,date_of_birth,email,phone_number,city,state,region,postal_code,join_date,membership_tier,acquisition_channel,preferred_channel,customer_status,loyalty_points,annual_income,household_size
4278,Sarthak,Narayanan,Male,1987-02-13,sarthak.narayanan848@gmail.com,6246123296,Kolkata,West Bengal,East,246852,2024-10-16,Gold,App Install,Both,Active,5696,2162062,4
4279,Zayyan,Gera,Male,1996-03-15,zayyan.gera649@gmail.com,08197241022,Ahmedabad,Gujarat,West,899362,2024-02-03,Platinum,Email,Both,Active,15082,2199903,3
4280,Sai,Tailor,Female,1987-09-07,sai.tailor410@gmail.com,1063968455,Lucknow,Uttar Pradesh,North,826508,2026-07-18,Silver,Referral,Both,Active,1483,489186,7
4281,Advaith,Lanka,Male,1993-05-05,advaith.lanka333@gmail.com,9024244367,Delhi,Delhi,North,694829,2024-07-10,Bronze,Google Ads,Online,Active,298,1584150,3
4282,Daksha,Krishnan,Female,2000-06-21,daksha.krishnan662@gmail.com,05749961304,Jaipur,Rajasthan,North,664469,2024-11-26,Silver,Google Ads,Online,Active,1736,1811739,5
4283,Ati,Basu,Female,2003-05-26,ati.basu950@gmail.com,+915478170138,Hyderabad,Telangana,South,653687,2022-04-18,Bronze,Organic Search,Store,Active,38,394442,7
4284,Liam,Apte,Male,1981-06-10,liam.apte896@gmail.com,02404559948,Kolkata,West Bengal,East,588956,2026-06-19,Gold,Referral,Both,Active,4556,583869,1
4285,Hema,Mohan,Female,1976-07-18,hema.mohan399@gmail.com,+915394095243,Mumbai,Maharashtra,West,707590,2022-07-11,Silver,Meta Ads,Online,Active,1404,1440935,7
4286,Joshua,Sinha,Male,1983-01-27,joshua.sinha123@gmail.com,4719236516,Bengaluru,Karnataka,South,208895,2026-04-16,Bronze,Referral,Store,Inactive,164,1047896,1
4287,Samuel,Gulati,Male,1959-12-22,samuel.gulati726@gmail.com,8696754124,Chennai,Tamil Nadu,South,667419,2025-09-05,Silver,Meta Ads,Store,Active,862,1511736,3
4288,Krisha,Parikh,Female,2007-09-29,krisha.parikh157@gmail.com,09258025764,Jaipur,Rajasthan,North,991087,2024-10-20,Silver,Email,Both,Active,1563,1001752,3
4289,Yoshita,Contractor,Female,2002-08-05,yoshita.contractor854@gmail.com,06057957517,Ahmedabad,Gujarat,West,259561,2024-02-08,Gold,Organic Search,Store,Active,4809,294266,7
4290,Lucky,Dara,Male,2002-07-02,lucky.dara857@gmail.com,06528612519,Lucknow,Uttar Pradesh,North,080923,2026-07-04,Silver,Google Ads,Store,Active,1622,1531459,3
4291,Chameli,Jhaveri,Female,1986-06-10,chameli.jhaveri845@gmail.com,+918181981816,Delhi,Delhi,North,706510,2023-12-12,Bronze,Referral,Both,Active,456,331052,2
4292,Yahvi,Bora,Female,2006-04-22,yahvi.bora416@gmail.com,+912801267160,Delhi,Delhi,North,153668,2026-06-07,Bronze,App Install,Online,Active,324,856623,5
4293,Omaja,Goel,Female,1999-07-01,omaja.goel909@gmail.com,6014270639,Chennai,Tamil Nadu,South,756151,2025-10-28,Gold,Google Ads,Online,Active,3334,511254,3
4294,Sai,Karnik,Male,1997-12-01,sai.karnik234@gmail.com,6236069213,Jaipur,Rajasthan,North,225605,2023-05-24,Bronze,Meta Ads,Both,Active,387,2087665,5
4295,Bhavna,Sankar,Female,1973-12-21,bhavna.sankar193@gmail.com,6042974829,Pune,Maharashtra,West,400039,2024-09-16,Silver,Referral,Both,Inactive,1572,1194278,5
4296,Kamala,Lal,Female,1977-08-17,kamala.lal979@gmail.com,9221921003,Chennai,Tamil Nadu,South,119128,2024-05-10,Platinum,Referral,Store,Active,14828,660860,3
4297,Ikshita,Zachariah,Female,1985-02-20,ikshita.zachariah790@gmail.com,09419546043,Delhi,Delhi,North,183012,2024-08-30,Silver,App Install,Online,Active,911,541810,6
4298,Ranveer,Gupta,Male,1976-05-11,ranveer.gupta353@gmail.com,02381193289,Delhi,Delhi,North,070310,2025-12-31,Bronze,Meta Ads,Online,Active,126,2309620,5
4299,Fitan,Pathak,Male,1987-02-15,fitan.pathak802@gmail.com,+919135164401,Lucknow,Uttar Pradesh,North,917411,2024-10-20,Bronze,App Install,Store,Active,458,622406,6
4300,Kiaan,Padmanabhan,Male,2001-01-28,kiaan.padmanabhan769@gmail.com,02996573660,Kolkata,West Bengal,East,289894,2022-07-05,Gold,Google Ads,Store,Active,2760,1132936,1
4301,Vanya,Puri,Female,1987-10-22,vanya.puri852@gmail.com,+914505414437,Pune,Maharashtra,West,201203,2025-02-23,Bronze,Meta Ads,Store,Active,431,743856,3
4302,Darika,Kadakia,Female,1997-09-24,darika.kadakia644@gmail.com,5289758634,Delhi,Delhi,North,067446,2022-12-04,Silver,App Install,Both,Inactive,1787,2295192,1
4303,Ryan,Sodhi,Male,1997-07-05,ryan.sodhi540@gmail.com,4481101130,Kolkata,West Bengal,East,908687,2026-03-14,Gold,Referral,Store,Active,4044,1387276,7
4304,Veer,Barad,Male,1988-06-22,veer.barad499@gmail.com,+914601441208,Bengaluru,Karnataka,South,018725,2023-04-15,Platinum,Google Ads,Store,Active,9908,1719568,7
4305,Hema,Dhar,Female,1956-08-13,hema.dhar969@gmail.com,+915303982281,Mumbai,Maharashtra,West,669819,2022-06-28,Silver,Email,Online,Active,1325,2490340,3
4306,Ekantika,Bhalla,Female,1965-07-04,ekantika.bhalla365@gmail.com,08555950643,Ahmedabad,Gujarat,West,289190,2025-07-02,Silver,App Install,Store,Active,843,2154795,3
4307,Mugdha,Chatterjee,Female,1976-02-15,mugdha.chatterjee671@gmail.com,4662026357,Bengaluru,Karnataka,South,263777,2024-01-05,Bronze,Referral,Store,Active,58,1239044,4
4308,Chatura,Dave,Male,1966-02-06,chatura.dave308@gmail.com,2546478470,Jaipur,Rajasthan,North,466225,2024-12-17,Bronze,Organic Search,Online,Active,156,719517,1
4309,Nitesh,Lanka,Male,1958-01-18,nitesh.lanka585@gmail.com,1720417534,Mumbai,Maharashtra,West,468927,2023-02-10,Bronze,Google Ads,Store,Active,287,216114,2
4310,Aachal,Kale,Female,2000-12-08,aachal.kale948@gmail.com,+911068488040,Chennai,Tamil Nadu,South,013550,2023-01-31,Bronze,Google Ads,Store,Active,324,1721363,4
4311,Zinal,Chokshi,Female,1961-09-27,zinal.chokshi816@gmail.com,8597301577,Bengaluru,Karnataka,South,343944,2022-01-20,Gold,Referral,Both,Active,4081,1703179,1
4312,Lucky,Palan,Male,1994-06-20,lucky.palan235@gmail.com,06701381823,Kolkata,West Bengal,East,544898,2023-02-16,Bronze,Google Ads,Online,Active,156,942868,5
4313,Ekanta,Sachdeva,Female,1962-05-27,ekanta.sachdeva483@gmail.com,6867300185,Hyderabad,Telangana,South,992759,2024-11-15,Bronze,Google Ads,Store,Active,374,469009,2
4314,Gagan,Parmer,Male,1970-04-27,gagan.parmer130@gmail.com,+915385030719,Jaipur,Rajasthan,North,549389,2021-10-28,Bronze,App Install,Online,Active,246,1244954,6
4315,Rushil,Vyas,Male,1975-05-17,rushil.vyas986@gmail.com,+919006951659,Ahmedabad,Gujarat,West,023704,2023-12-11,Silver,Meta Ads,Both,Active,653,389200,2
4316,Agastya,Balay,Male,1969-12-29,agastya.balay340@gmail.com,00835980410,Hyderabad,Telangana,South,460907,2023-07-01,Bronze,Organic Search,Store,Active,250,1184836,6
4317,Hemangini,Narula,Female,1979-04-30,hemangini.narula753@gmail.com,+917844224298,Lucknow,Uttar Pradesh,North,121190,2023-03-10,Silver,Referral,Online,Inactive,990,1050237,2
4318,Anika,Krishnamurthy,Female,1992-11-09,anika.krishnamurthy742@gmail.com,01048743960,Ahmedabad,Gujarat,West,787222,2024-11-09,Bronze,Google Ads,Both,Inactive,490,1440068,7
4319,Janya,Bhargava,Female,1977-01-03,janya.bhargava703@gmail.com,+918889797227,Pune,Maharashtra,West,878247,2022-06-01,Bronze,Meta Ads,Both,Active,466,784247,5
4320,Dakshesh,Bir,Male,2003-05-11,dakshesh.bir676@gmail.com,9501421648,Jaipur,Rajasthan,North,525585,2026-04-28,Gold,Google Ads,Store,Inactive,2695,2218589,7
4321,Wriddhish,Dutta,Male,1964-10-16,wriddhish.dutta921@gmail.com,+918487334517,Jaipur,Rajasthan,North,268914,2024-12-13,Silver,Email,Online,Active,1169,2427352,3
4322,Megha,Borra,Female,2007-04-28,megha.borra645@gmail.com,+918297907627,Lucknow,Uttar Pradesh,North,413527,2023-09-13,Platinum,Google Ads,Store,Active,14082,464839,2
4323,Sai,Bera,Male,1976-05-20,sai.bera638@gmail.com,09962049143,Mumbai,Maharashtra,West,885222,2024-02-14,Bronze,Referral,Both,Active,242,1855417,3
4324,Chatresh,Baria,Male,1973-07-05,chatresh.baria955@gmail.com,+919623455346,Chennai,Tamil Nadu,South,566287,2024-04-11,Gold,Referral,Online,Active,4702,602696,1
4325,Manthan,Chander,Male,1988-12-27,manthan.chander893@gmail.com,03370387696,Mumbai,Maharashtra,West,770661,2024-03-24,Bronze,Google Ads,Both,Inactive,110,1171991,7
4326,Falak,Radhakrishnan,Female,1998-07-15,falak.radhakrishnan989@gmail.com,+916060358051,Ahmedabad,Gujarat,West,981843,2023-03-25,Bronze,Email,Store,Active,488,1862428,1
4327,Ladli,Ahuja,Female,2003-07-28,ladli.ahuja730@gmail.com,0835918745,Mumbai,Maharashtra,West,611027,2021-10-20,Platinum,Email,Online,Active,12224,1436389,4
4328,Balhaar,Palla,Male,1980-03-03,balhaar.palla237@gmail.com,05866909525,Kolkata,West Bengal,East,718179,2024-04-20,Bronze,Meta Ads,Both,Inactive,428,601647,5
4329,Bhavini,Ghose,Female,1991-06-05,bhavini.ghose954@gmail.com,+913182863910,Hyderabad,Telangana,South,740718,2023-07-30,Silver,Referral,Online,Inactive,531,1803134,5
4330,Thomas,Mody,Male,1990-04-11,thomas.mody863@gmail.com,6322184993,Ahmedabad,Gujarat,West,688829,2024-06-29,Bronze,Email,Store,Active,108,384327,3
4331,Nitesh,Bumb,Male,1995-04-09,nitesh.bumb925@gmail.com,06367414505,Kolkata,West Bengal,East,793735,2025-08-08,Gold,Organic Search,Store,Active,3963,1836483,5
4332,Ati,Baral,Female,1980-03-18,ati.baral713@gmail.com,07164515383,Mumbai,Maharashtra,West,107509,2025-01-21,Bronze,Organic Search,Store,Active,266,1558561,3
4333,Umang,Roy,Male,1999-07-26,umang.roy974@gmail.com,00632255699,Chennai,Tamil Nadu,South,496390,2026-07-06,Bronze,Meta Ads,Online,Active,104,847777,1
4334,Maanas,Rajagopal,Male,1956-12-22,maanas.rajagopal913@gmail.com,+912422050403,Ahmedabad,Gujarat,West,568584,2022-02-09,Platinum,Meta Ads,Online,Active,10370,1388559,4
4335,Vasudha,Vaidya,Female,2006-11-05,vasudha.vaidya983@gmail.com,0287025698,Lucknow,Uttar Pradesh,North,534653,2022-09-28,Gold,App Install,Online,Active,4288,271197,5
4336,Gayathri,Wali,Female,2005-01-08,gayathri.wali629@gmail.com,02397771731,Delhi,Delhi,North,047238,2023-08-24,Silver,Google Ads,Store,Active,873,1686479,3
4337,Abeer,Kala,Male,1957-10-15,abeer.kala765@gmail.com,06876927605,Pune,Maharashtra,West,137774,2023-03-19,Gold,Google Ads,Store,Active,2932,1437547,7
4338,Omkaar,Taneja,Male,1982-02-25,omkaar.taneja229@gmail.com,09554086041,Kolkata,West Bengal,East,248290,2023-05-29,Silver,Referral,Online,Active,1352,1527505,6
4339,Nikita,Dhaliwal,Female,1978-11-30,nikita.dhaliwal667@gmail.com,+919110807824,Lucknow,Uttar Pradesh,North,294169,2024-01-03,Silver,Email,Store,Inactive,1132,2280289,7
4340,Vivaan,Goswami,Male,1988-03-23,vivaan.goswami793@gmail.com,00416376170,Hyderabad,Telangana,South,803271,2024-11-22,Bronze,Google Ads,Store,Active,139,1404701,7
4341,William,Mistry,Male,1979-11-21,william.mistry125@gmail.com,+917088014112,Hyderabad,Telangana,South,252395,2022-07-23,Gold,Organic Search,Both,Active,2780,1273840,4
4342,Orinder,Kamdar,Male,1971-05-09,orinder.kamdar441@gmail.com,01438428606,Mumbai,Maharashtra,West,861044,2022-11-24,Platinum,Google Ads,Both,Active,7163,2052599,7
4343,Upadhriti,Dua,Female,1955-11-19,upadhriti.dua326@gmail.com,+914718884126,Jaipur,Rajasthan,North,874191,2025-06-23,Bronze,Google Ads,Online,Active,57,677234,5
4344,Udarsh,Subramaniam,Male,1981-01-23,udarsh.subramaniam285@gmail.com,9538017337,Lucknow,Uttar Pradesh,North,250339,2022-10-13,Bronze,Referral,Online,Inactive,267,2311796,6
4345,Yochana,Pandit,Female,1975-01-18,yochana.pandit286@gmail.com,+917384716043,Mumbai,Maharashtra,West,176960,2025-05-02,Silver,Meta Ads,Online,Active,1953,459543,1
4346,Hema,Sha,Female,1993-10-31,hema.sha921@gmail.com,08879676939,Mumbai,Maharashtra,West,491808,2023-08-22,Silver,Meta Ads,Both,Active,652,2493784,6
4347,Bhavya,Lala,Female,2000-07-06,bhavya.lala459@gmail.com,+919773179880,Kolkata,West Bengal,East,073447,2024-07-28,Gold,App Install,Online,Active,3193,1274237,1
4348,Daksha,Ahuja,Female,1967-03-21,daksha.ahuja277@gmail.com,05904109186,Lucknow,Uttar Pradesh,North,055771,2025-09-17,Silver,Google Ads,Both,Active,1323,499513,1
4349,Yuvraj,Kurian,Male,2002-02-21,yuvraj.kurian294@gmail.com,07594197097,Hyderabad,Telangana,South,674975,2024-11-17,Bronze,Google Ads,Online,Active,188,822368,2
4350,Darpan,Swamy,Male,2003-04-11,darpan.swamy471@gmail.com,02991106512,Bengaluru,Karnataka,South,470447,2024-09-29,Bronze,App Install,Online,Active,353,1968178,6
4351,Ladli,Saraf,Female,1980-01-27,ladli.saraf986@gmail.com,8185264046,Mumbai,Maharashtra,West,143592,2024-12-07,Silver,Meta Ads,Online,Active,507,226200,1
4352,Lajita,Manda,Female,1985-04-16,lajita.manda524@gmail.com,+919619069155,Pune,Maharashtra,West,916552,2024-09-27,Bronze,Email,Online,Active,180,1224727,5
4353,Harish,Vaidya,Male,1965-07-07,harish.vaidya550@gmail.com,+916337165265,Chennai,Tamil Nadu,South,239088,2025-05-12,Bronze,App Install,Both,Active,199,338492,6
4354,Ishanvi,Garg,Female,1955-08-28,ishanvi.garg369@gmail.com,+915458794642,Kolkata,West Bengal,East,549998,2025-09-25,Silver,Organic Search,Online,Active,557,1685455,3
4355,Raagini,Loyal,Female,1969-04-15,raagini.loyal983@gmail.com,+917860260045,Lucknow,Uttar Pradesh,North,081022,2025-03-07,Gold,Meta Ads,Both,Active,2877,941603,5
4356,Hredhaan,Balasubramanian,Male,1956-06-11,hredhaan.balasubramanian461@gmail.com,01544745466,Bengaluru,Karnataka,South,916682,2022-10-30,Bronze,Referral,Both,Active,29,1914908,4
4357,Januja,Ramanathan,Female,2006-12-21,januja.ramanathan332@gmail.com,07176448818,Bengaluru,Karnataka,South,733515,2024-07-05,Silver,Meta Ads,Online,Active,1641,1799147,6
4358,Manthan,Shan,Male,1961-01-26,manthan.shan263@gmail.com,04544465831,Bengaluru,Karnataka,South,427898,2022-09-20,Bronze,Google Ads,Both,Active,478,930028,7
4359,Aishani,Keer,Female,2004-11-30,aishani.keer440@gmail.com,6428147957,Kolkata,West Bengal,East,507615,2026-04-16,Gold,App Install,Store,Active,2639,1088372,5
4360,Jatin,Toor,Male,1977-11-21,jatin.toor388@gmail.com,08204988127,Bengaluru,Karnataka,South,357986,2021-08-23,Bronze,Email,Store,Active,35,574848,6
4361,Chaaya,Divan,Female,1998-05-23,chaaya.divan673@gmail.com,01452222044,Hyderabad,Telangana,South,698244,2023-02-05,Bronze,App Install,Store,Active,105,1502465,1
4362,Onkar,Bahri,Male,1958-01-15,onkar.bahri540@gmail.com,9303715641,Jaipur,Rajasthan,North,229406,2026-01-09,Silver,Organic Search,Store,Active,967,1429137,3
4363,Yashodhara,Arora,Female,1974-10-12,yashodhara.arora208@gmail.com,08464030608,Chennai,Tamil Nadu,South,159375,2025-09-26,Bronze,Referral,Store,Active,172,1238040,2
4364,Zinal,Solanki,Female,1988-01-11,zinal.solanki412@gmail.com,1443903931,Ahmedabad,Gujarat,West,707814,2023-09-17,Bronze,Meta Ads,Online,Active,363,679474,3
4365,Banjeet,Krishnan,Male,1960-10-31,banjeet.krishnan107@gmail.com,00876629541,Bengaluru,Karnataka,South,367127,2023-01-05,Bronze,Meta Ads,Both,Inactive,191,2008259,2
4366,Charvi,Seth,Female,1992-03-05,charvi.seth194@gmail.com,06468862488,Delhi,Delhi,North,273962,2026-04-25,Bronze,App Install,Store,Active,423,436718,6
4367,Raagini,Mall,Female,1959-09-30,raagini.mall938@gmail.com,09824058328,Bengaluru,Karnataka,South,253369,2023-01-15,Bronze,Meta Ads,Online,Active,260,1468264,2
4368,Zehaan,Sen,Male,1978-05-05,zehaan.sen640@gmail.com,+918622928237,Bengaluru,Karnataka,South,028124,2025-11-30,Bronze,Meta Ads,Online,Inactive,387,858006,4
4369,Yasti,Ratti,Female,1974-07-17,yasti.ratti851@gmail.com,0278761570,Hyderabad,Telangana,South,113866,2024-05-29,Bronze,Meta Ads,Both,Active,380,710547,3
4370,Aayush,Gokhale,Male,1963-02-01,aayush.gokhale605@gmail.com,+918943536880,Pune,Maharashtra,West,775273,2023-05-12,Platinum,Referral,Store,Active,10975,556050,7
4371,Zinal,Rau,Female,1961-04-01,zinal.rau599@gmail.com,00166617345,Mumbai,Maharashtra,West,959952,2024-09-07,Gold,Email,Store,Active,3082,1838316,5
4372,Manan,Dayal,Male,2001-12-24,manan.dayal275@gmail.com,5928465963,Hyderabad,Telangana,South,413172,2021-11-24,Silver,Google Ads,Online,Active,594,315632,7
4373,Jai,Sarma,Male,1996-05-07,jai.sarma498@gmail.com,+917147825059,Jaipur,Rajasthan,North,408980,2025-03-30,Gold,Google Ads,Store,Active,2941,1739572,1
4374,Dominic,Lad,Male,2007-04-16,dominic.lad544@gmail.com,4569809873,Mumbai,Maharashtra,West,040291,2026-01-07,Bronze,App Install,Online,Active,154,1541353,3
4375,Jason,Acharya,Male,2008-03-30,jason.acharya217@gmail.com,+915654551265,Lucknow,Uttar Pradesh,North,747203,2022-08-26,Silver,Google Ads,Online,Active,1468,1744019,6
4376,Ekani,Sura,Female,1956-10-07,ekani.sura843@gmail.com,03585716334,Lucknow,Uttar Pradesh,North,503443,2025-02-18,Bronze,Meta Ads,Store,Inactive,228,1819118,1
4377,Kashish,Banik,Female,1998-12-30,kashish.banik262@gmail.com,+919907727018,Ahmedabad,Gujarat,West,449753,2025-11-06,Bronze,Meta Ads,Both,Active,146,1838694,1
4378,Vasatika,Yadav,Female,1960-02-27,vasatika.yadav121@gmail.com,01205461338,Delhi,Delhi,North,454587,2022-02-24,Silver,Meta Ads,Online,Active,1716,616278,4
4379,Harrison,Batta,Male,1964-02-17,harrison.batta240@gmail.com,+913748803573,Ahmedabad,Gujarat,West,596115,2026-02-11,Gold,Organic Search,Both,Active,3118,1456666,6
4380,Falguni,Acharya,Female,1974-08-13,falguni.acharya341@gmail.com,+919018614997,Jaipur,Rajasthan,North,234844,2021-08-12,Silver,Referral,Online,Inactive,950,1659551,7
4381,Yochana,Dugar,Female,1957-06-08,yochana.dugar460@gmail.com,+911612074282,Jaipur,Rajasthan,North,676747,2021-11-23,Bronze,App Install,Both,Active,87,706479,2
4382,Zaitra,Thaman,Female,1963-01-01,zaitra.thaman599@gmail.com,+917699115147,Chennai,Tamil Nadu,South,630048,2023-07-03,Bronze,Meta Ads,Both,Active,169,1581359,6
4383,Ladli,Kara,Female,1957-11-05,ladli.kara191@gmail.com,02525129390,Chennai,Tamil Nadu,South,060708,2021-09-28,Bronze,Meta Ads,Both,Active,168,1192626,4
4384,Lakshmi,Sha,Female,1957-01-21,lakshmi.sha273@gmail.com,03309480298,Hyderabad,Telangana,South,837083,2023-12-18,Bronze,Email,Both,Inactive,111,1945068,6
4385,Damyanti,Ratti,Female,2000-03-26,damyanti.ratti903@gmail.com,+914851365326,Chennai,Tamil Nadu,South,172801,2022-05-13,Gold,Email,Both,Inactive,5735,1546306,4
4386,Warinder,Maharaj,Male,1987-11-08,warinder.maharaj902@gmail.com,+910289787266,Lucknow,Uttar Pradesh,North,473540,2024-05-31,Silver,Google Ads,Both,Active,1069,1552134,4
4387,Jagat,Majumdar,Male,1955-12-03,jagat.majumdar231@gmail.com,3516830978,Jaipur,Rajasthan,North,050421,2022-07-10,Silver,Email,Store,Active,1117,1350318,4
4388,Balhaar,Upadhyay,Male,1989-09-28,balhaar.upadhyay819@gmail.com,08047047911,Delhi,Delhi,North,282320,2025-03-06,Bronze,Email,Both,Active,158,244587,7
4389,Ekaraj,Mallick,Male,1982-05-27,ekaraj.mallick120@gmail.com,+914621876589,Pune,Maharashtra,West,408003,2023-06-14,Gold,Referral,Store,Active,4987,876975,7
4390,Ekavir,Doshi,Male,1999-12-14,ekavir.doshi150@gmail.com,07076693576,Ahmedabad,Gujarat,West,779278,2021-12-26,Bronze,Meta Ads,Store,Active,255,2362580,3
4391,Samar,Banerjee,Male,2007-04-18,samar.banerjee395@gmail.com,+912534238781,Kolkata,West Bengal,East,108633,2024-08-10,Silver,Meta Ads,Online,Active,987,2204159,5
4392,Ijaya,Kumer,Female,1957-03-02,ijaya.kumer953@gmail.com,7794083535,Bengaluru,Karnataka,South,608815,2025-06-04,Silver,Referral,Both,Active,612,1175988,4
4393,Chasmum,Deep,Female,1983-07-14,chasmum.deep792@gmail.com,04166310425,Mumbai,Maharashtra,West,843229,2025-03-01,Bronze,Google Ads,Both,Active,200,1912957,6
4394,Yutika,Mahajan,Female,1969-01-11,yutika.mahajan777@gmail.com,+911452622618,Jaipur,Rajasthan,North,101197,2024-02-13,Bronze,Email,Online,Active,258,2189455,1
4395,Chandresh,Kamdar,Male,2007-05-23,chandresh.kamdar485@gmail.com,05015341097,Kolkata,West Bengal,East,754121,2024-05-24,Bronze,Email,Both,Active,258,1656522,4
4396,Yashasvi,Mahajan,Female,1989-06-09,yashasvi.mahajan196@gmail.com,+915511445720,Chennai,Tamil Nadu,South,747788,2025-06-04,Bronze,App Install,Store,Active,203,224017,1
4397,Jasmit,Khurana,Female,1963-05-20,jasmit.khurana762@gmail.com,5351829214,Ahmedabad,Gujarat,West,709408,2023-07-22,Silver,App Install,Online,Active,604,1022433,2
4398,Saanvi,Patil,Female,2004-09-11,saanvi.patil420@gmail.com,+913392540781,Delhi,Delhi,North,275246,2025-05-17,Bronze,App Install,Online,Active,408,940565,7
4399,Mohammed,Khatri,Male,1965-06-10,mohammed.khatri613@gmail.com,5217517651,Mumbai,Maharashtra,West,993696,2022-08-09,Bronze,Meta Ads,Store,Active,97,2095377,6
4400,Ekansh,Dugal,Male,1991-05-15,ekansh.dugal722@gmail.com,06801762727,Chennai,Tamil Nadu,South,688374,2025-03-28,Silver,Referral,Both,Active,672,568683,1
4401,Vivaan,Lata,Male,1992-05-28,vivaan.lata306@gmail.com,7971538729,Bengaluru,Karnataka,South,763915,2022-09-19,Silver,Meta Ads,Both,Active,1357,1056610,4
4402,Idika,Dube,Female,1976-04-23,idika.dube689@gmail.com,3230470910,Jaipur,Rajasthan,North,507724,2025-09-06,Bronze,Google Ads,Store,Active,175,891012,7
4403,Karan,Parikh,Male,1989-03-23,karan.parikh865@gmail.com,7165831652,Ahmedabad,Gujarat,West,734670,2026-04-08,Bronze,App Install,Online,Active,453,748233,3
4404,Xavier,Mody,Male,1993-06-09,xavier.mody831@gmail.com,+913712689826,Hyderabad,Telangana,South,443836,2023-06-11,Platinum,Google Ads,Both,Active,9437,884466,6
4405,Chavvi,Sankar,Female,1971-07-26,chavvi.sankar554@gmail.com,6489970752,Pune,Maharashtra,West,101801,2024-03-01,Bronze,Referral,Both,Active,397,1823541,4
4406,Anya,Nigam,Female,1979-09-25,anya.nigam710@gmail.com,+917644922399,Pune,Maharashtra,West,321316,2023-04-09,Silver,App Install,Store,Inactive,1379,312941,4
4407,Meghana,Bail,Female,1965-12-24,meghana.bail220@gmail.com,0532890435,Delhi,Delhi,North,707191,2023-03-02,Bronze,Organic Search,Online,Active,277,1160824,5
4408,Inaya,Dey,Female,2003-04-17,inaya.dey159@gmail.com,00688793275,Bengaluru,Karnataka,South,200274,2022-04-30,Silver,Referral,Online,Active,1538,1944983,5
4409,Wyatt,Dass,Male,1993-01-04,wyatt.dass104@gmail.com,02288838964,Jaipur,Rajasthan,North,868328,2024-12-31,Bronze,Organic Search,Store,Active,208,339973,6
4410,Neel,Dugar,Male,1990-08-23,neel.dugar806@gmail.com,+916968026101,Hyderabad,Telangana,South,093662,2026-01-17,Bronze,App Install,Store,Active,152,572583,2
4411,Harinakshi,Bhagat,Female,1991-03-16,harinakshi.bhagat817@gmail.com,06635448796,Hyderabad,Telangana,South,767725,2024-01-30,Bronze,Referral,Online,Active,437,697699,5
4412,Tanveer,Wadhwa,Male,1994-11-04,tanveer.wadhwa256@gmail.com,6372793046,Mumbai,Maharashtra,West,550514,2024-04-25,Silver,Meta Ads,Store,Active,1795,228788,4
4413,Ria,Buch,Female,1995-05-12,ria.buch232@gmail.com,9251196660,Hyderabad,Telangana,South,672251,2022-12-10,Silver,Organic Search,Both,Inactive,1894,2008672,6
4414,Frado,Bassi,Male,2004-07-28,frado.bassi412@gmail.com,03716820940,Chennai,Tamil Nadu,South,239750,2024-03-02,Bronze,Organic Search,Store,Active,406,2091232,2
4415,Amruta,Agarwal,Female,1970-03-31,amruta.agarwal141@gmail.com,+910602759297,Pune,Maharashtra,West,705989,2024-11-13,Gold,Google Ads,Online,Active,2044,1453094,6
4416,Maanas,Patel,Male,1993-10-17,maanas.patel136@gmail.com,04212975191,Lucknow,Uttar Pradesh,North,941992,2022-05-03,Bronze,Email,Online,Active,438,1311588,3
4417,Gaurang,Patil,Male,1980-03-14,gaurang.patil941@gmail.com,06060190767,Lucknow,Uttar Pradesh,North,021463,2023-09-12,Silver,Email,Store,Active,1750,1963484,4
4418,Ojasvi,Oak,Female,1962-06-10,ojasvi.oak718@gmail.com,+910224324139,Mumbai,Maharashtra,West,001278,2022-12-13,Bronze,Email,Online,Active,473,2142783,5
4419,Ryan,Doctor,Male,1998-11-23,ryan.doctor686@gmail.com,+917371572671,Lucknow,Uttar Pradesh,North,640841,2021-08-24,Bronze,Organic Search,Store,Active,226,1153113,5
4420,Indira,Mitra,Female,2008-07-08,indira.mitra101@gmail.com,08832730402,Lucknow,Uttar Pradesh,North,397520,2025-07-07,Silver,App Install,Online,Active,909,292619,6
4421,Bhavika,Tak,Female,1977-08-24,bhavika.tak569@gmail.com,+915596262697,Bengaluru,Karnataka,South,557874,2026-07-08,Silver,App Install,Online,Active,1953,1355198,2
4422,Abeer,Subramanian,Male,1962-02-26,abeer.subramanian446@gmail.com,09129171491,Jaipur,Rajasthan,North,148150,2022-06-03,Silver,App Install,Both,Active,1174,2102076,2
4423,Netra,Khanna,Female,1974-06-07,netra.khanna352@gmail.com,+913868249616,Ahmedabad,Gujarat,West,643384,2023-02-06,Silver,Organic Search,Online,Active,722,1265997,7
4424,Andrew,Bhandari,Male,2002-07-26,andrew.bhandari222@gmail.com,+912620557870,Hyderabad,Telangana,South,217538,2022-03-02,Bronze,App Install,Both,Active,291,1172232,4
4425,Reva,Sachdev,Female,1979-10-31,reva.sachdev586@gmail.com,1065493458,Ahmedabad,Gujarat,West,294448,2022-05-15,Bronze,Meta Ads,Both,Active,266,1445900,6
4426,Aashi,Sekhon,Female,1975-01-08,aashi.sekhon818@gmail.com,09874768736,Ahmedabad,Gujarat,West,778029,2022-08-18,Bronze,App Install,Both,Inactive,205,2387934,2
